"('mid',)","('titleType',)","('primaryTitle',)","('originalTitle',)","('isAdult',)","('startYear',)","('endYear',)","('runtimeMinutes',)"
tt0114388,movie,Sense and Sensibility,Sense and Sensibility,0,1995,,136
tt0114709,movie,Toy Story,Toy Story,0,1995,,81
tt0114746,movie,12 Monkeys,Twelve Monkeys,0,1995,,129
tt0114814,movie,The Usual Suspects,The Usual Suspects,0,1995,,106
tt0114898,movie,Waterworld,Waterworld,0,1995,,135
tt0114924,movie,While You Were Sleeping,While You Were Sleeping,0,1995,,103
tt0115433,movie,101 Dalmatians,101 Dalmatians,0,1996,,103
tt0115798,movie,The Cable Guy,The Cable Guy,0,1996,,96
tt0116209,movie,The English Patient,The English Patient,0,1996,,162
tt0116213,movie,Eraser,Eraser,0,1996,,115
tt0116282,movie,Fargo,Fargo,0,1996,,98
tt0116367,movie,From Dusk Till Dawn,From Dusk Till Dawn,0,1996,,108
tt0116483,movie,Happy Gilmore,Happy Gilmore,0,1996,,92
tt0116583,movie,The Hunchback of Notre Dame,The Hunchback of Notre Dame,0,1996,,91
tt0116629,movie,Independence Day,Independence Day,0,1996,,145
tt0116695,movie,Jerry Maguire,Jerry Maguire,0,1996,,139
tt0116705,movie,Jingle All the Way,Jingle All the Way,0,1996,,89
tt0116922,movie,Lost Highway,Lost Highway,0,1997,,134
tt0116996,movie,Mars Attacks!,Mars Attacks!,0,1996,,106
tt0117008,movie,Matilda,Matilda,0,1996,,98
tt0117060,movie,Mission: Impossible,Mission: Impossible,0,1996,,110
tt0117218,movie,The Nutty Professor,The Nutty Professor,0,1996,,95
tt0117381,movie,Primal Fear,Primal Fear,0,1996,,129
tt0117438,movie,Ransom,Ransom,0,1996,,121
tt0117500,movie,The Rock,The Rock,0,1996,,136
tt0117509,movie,Romeo + Juliet,Romeo + Juliet,0,1996,,120
tt0117571,movie,Scream,Scream,0,1996,,111
tt0117665,movie,Sleepers,Sleepers,0,1996,,147
tt0117705,movie,Space Jam,Space Jam,0,1996,,88
tt0117731,movie,Star Trek: First Contact,Star Trek: First Contact,0,1996,,111
tt0117913,movie,A Time to Kill,A Time to Kill,0,1996,,149
tt0117951,movie,Trainspotting,Trainspotting,0,1996,,93
tt0117998,movie,Twister,Twister,0,1996,,113
tt0118571,movie,Air Force One,Air Force One,0,1997,,124
tt0118583,movie,Alien: Resurrection,Alien: Resurrection,0,1997,,109
tt0118615,movie,Anaconda,Anaconda,0,1997,,89
tt0118617,movie,Anastasia,Anastasia,0,1997,,94
tt0118655,movie,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,0,1997,,94
tt0118688,movie,Batman & Robin,Batman & Robin,0,1997,,125
tt0118689,movie,Bean,Bean,0,1997,,89
tt0118694,movie,In the Mood for Love,Fa yeung nin wah,0,2000,,98
tt0118715,movie,The Big Lebowski,The Big Lebowski,0,1998,,117
tt0118749,movie,Boogie Nights,Boogie Nights,0,1997,,155
tt0118799,movie,Life Is Beautiful,La vita è bella,0,1997,,116
tt0118842,movie,Chasing Amy,Chasing Amy,0,1997,,113
tt0118880,movie,Con Air,Con Air,0,1997,,115
tt0118884,movie,Contact,Contact,0,1997,,150
tt0118929,movie,Dark City,Dark City,0,1998,,100
tt0118971,movie,The Devil's Advocate,The Devil's Advocate,0,1997,,144
tt0119008,movie,Donnie Brasco,Donnie Brasco,0,1997,,127
tt0119081,movie,Event Horizon,Event Horizon,0,1997,,96
tt0119094,movie,Face/Off,Face/Off,0,1997,,138
tt0119116,movie,The Fifth Element,The Fifth Element,0,1997,,126
tt0119164,movie,The Full Monty,The Full Monty,0,1997,,91
tt0119174,movie,The Game,The Game,0,1997,,129
tt0119177,movie,Gattaca,Gattaca,0,1997,,106
tt0119217,movie,Good Will Hunting,Good Will Hunting,0,1997,,126
tt0119282,movie,Hercules,Hercules,0,1997,,93
tt0119303,movie,Home Alone 3,Home Alone 3,0,1997,,102
tt0119345,movie,I Know What You Did Last Summer,I Know What You Did Last Summer,0,1997,,101
tt0119395,movie,The Jackal,The Jackal,0,1997,,124
tt0119396,movie,Jackie Brown,Jackie Brown,0,1997,,154
tt0119488,movie,L.A. Confidential,L.A. Confidential,0,1997,,138
tt0119528,movie,Liar Liar,Liar Liar,0,1997,,86
tt0119567,movie,The Lost World: Jurassic Park,The Lost World: Jurassic Park,0,1997,,129
tt0119643,movie,Meet Joe Black,Meet Joe Black,0,1998,,178
tt0119654,movie,Men in Black,Men in Black,0,1997,,98
tt0119698,movie,Princess Mononoke,Mononoke-hime,0,1997,,134
tt0119738,movie,My Best Friend's Wedding,My Best Friend's Wedding,0,1997,,105
tt0119822,movie,As Good as It Gets,As Good as It Gets,0,1997,,139
tt0120082,movie,Scream 2,Scream 2,0,1997,,120
tt0120102,movie,Seven Years in Tibet,Seven Years in Tibet,0,1997,,136
tt0120184,movie,Sphere,Sphere,0,1998,,134
tt0120188,movie,Three Kings,Three Kings,0,1999,,114
tt0120201,movie,Starship Troopers,Starship Troopers,0,1997,,129
tt0120338,movie,Titanic,Titanic,0,1997,,194
tt0120347,movie,Tomorrow Never Dies,Tomorrow Never Dies,0,1997,,119
tt0120363,movie,Toy Story 2,Toy Story 2,0,1999,,92
tt0120382,movie,The Truman Show,The Truman Show,0,1998,,103
tt0120484,movie,The Waterboy,The Waterboy,0,1998,,90
tt0120586,movie,American History X,American History X,0,1998,,119
tt0120587,movie,Antz,Antz,0,1998,,83
tt0120591,movie,Armageddon,Armageddon,0,1998,,151
tt0120601,movie,Being John Malkovich,Being John Malkovich,0,1999,,113
tt0120611,movie,Blade,Blade,0,1998,,120
tt0120616,movie,The Mummy,The Mummy,0,1999,,124
tt0120623,movie,A Bug's Life,A Bug's Life,0,1998,,95
tt0120630,movie,Chicken Run,Chicken Run,0,2000,,84
tt0120632,movie,City of Angels,City of Angels,0,1998,,114
tt0120647,movie,Deep Impact,Deep Impact,0,1998,,120
tt0120655,movie,Dogma,Dogma,0,1999,,130
tt0120657,movie,The 13th Warrior,The 13th Warrior,0,1999,,102
tt0120660,movie,Enemy of the State,Enemy of the State,0,1998,,132
tt0120663,movie,Eyes Wide Shut,Eyes Wide Shut,0,1999,,159
tt0120667,movie,Fantastic Four,Fantastic Four,0,2005,,106
tt0120669,movie,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,0,1998,,118
tt0120681,movie,From Hell,From Hell,0,2001,,122
tt0120685,movie,Godzilla,Godzilla,0,1998,,139
tt0120689,movie,The Green Mile,The Green Mile,0,1999,,189
tt0120735,movie,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",0,1998,,107
tt0120737,movie,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001,,178
tt0120744,movie,The Man in the Iron Mask,The Man in the Iron Mask,0,1998,,132
tt0120746,movie,The Mask of Zorro,The Mask of Zorro,0,1998,,136
tt0120755,movie,Mission: Impossible II,Mission: Impossible II,0,2000,,123
tt0120762,movie,Mulan,Mulan,0,1998,,88
tt0120768,movie,The Negotiator,The Negotiator,0,1998,,140
tt0120783,movie,The Parent Trap,The Parent Trap,0,1998,,128
tt0120784,movie,Payback,Payback,0,1999,,100
tt0120789,movie,Pleasantville,Pleasantville,0,1998,,124
tt0120794,movie,The Prince of Egypt,The Prince of Egypt,0,1998,,99
tt0120804,movie,Resident Evil,Resident Evil,0,2002,,100
tt0120812,movie,Rush Hour,Rush Hour,0,1998,,98
tt0120815,movie,Saving Private Ryan,Saving Private Ryan,0,1998,,169
tt0120855,movie,Tarzan,Tarzan,0,1999,,88
tt0120863,movie,The Thin Red Line,The Thin Red Line,0,1998,,170
tt0120873,movie,U.S. Marshals,U.S. Marshals,0,1998,,131
tt0120888,movie,The Wedding Singer,The Wedding Singer,0,1998,,97
tt0120889,movie,What Dreams May Come,What Dreams May Come,0,1998,,113
tt0120890,movie,Wild Things,Wild Things,0,1998,,108
tt0120891,movie,Wild Wild West,Wild Wild West,0,1999,,106
tt0120902,movie,The X Files,The X Files,0,1998,,121
tt0120903,movie,X-Men,X-Men,0,2000,,104
tt0120912,movie,Men in Black II,Men in Black II,0,2002,,88
tt0120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,0,1999,,136
tt0120917,movie,The Emperor's New Groove,The Emperor's New Groove,0,2000,,78
tt0121164,movie,Corpse Bride,Corpse Bride,0,2005,,77
tt0121765,movie,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,0,2002,,142
tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,0,2005,,140
tt0122151,movie,Lethal Weapon 4,Lethal Weapon 4,0,1998,,127
tt0122690,movie,Ronin,Ronin,0,1998,,122
tt0122933,movie,Analyze This,Analyze This,0,1999,,103
tt0123755,movie,Cube,Cube,0,1997,,90
tt0125439,movie,Notting Hill,Notting Hill,0,1999,,124
tt0125664,movie,Man on the Moon,Man on the Moon,0,1999,,118
tt0126029,movie,Shrek,Shrek,0,2001,,90
tt0128442,movie,Rounders,Rounders,0,1998,,121
tt0128445,movie,Rushmore,Rushmore,0,1998,,93
tt0128853,movie,You've Got Mail,You've Got Mail,0,1998,,119
tt0129167,movie,The Iron Giant,The Iron Giant,0,1999,,86
tt0129290,movie,Patch Adams,Patch Adams,0,1998,,115
tt0129387,movie,There's Something About Mary,There's Something About Mary,0,1998,,119
tt0130827,movie,Run Lola Run,Lola rennt,0,1998,,81
tt0133093,movie,The Matrix,The Matrix,0,1999,,136
tt0133152,movie,Planet of the Apes,Planet of the Apes,0,2001,,119
tt0133240,movie,Treasure Planet,Treasure Planet,0,2002,,95
tt0133751,movie,The Faculty,The Faculty,0,1998,,104
tt0134084,movie,Scream 3,Scream 3,0,2000,,116
tt0134119,movie,The Talented Mr. Ripley,The Talented Mr. Ripley,0,1999,,139
tt0134273,movie,8MM,8MM,0,1999,,123
tt0134847,movie,Pitch Black,Pitch Black,0,2000,,109
tt0137494,movie,Entrapment,Entrapment,0,1999,,113
tt0137523,movie,Fight Club,Fight Club,0,1999,,139
tt0138097,movie,Shakespeare in Love,Shakespeare in Love,0,1998,,123
tt0138704,movie,Pi,Pi,0,1998,,84
tt0139134,movie,Cruel Intentions,Cruel Intentions,0,1999,,97
tt0139654,movie,Training Day,Training Day,0,2001,,122
tt0140352,movie,The Insider,The Insider,0,1999,,157
tt0142342,movie,Big Daddy,Big Daddy,0,1999,,93
tt0142688,movie,The Ninth Gate,The Ninth Gate,0,1999,,133
tt0143145,movie,The World Is Not Enough,The World Is Not Enough,0,1999,,128
tt0144084,movie,American Psycho,American Psycho,0,2000,,102
tt0144117,movie,The Boondock Saints,The Boondock Saints,0,1999,,108
tt0145487,movie,Spider-Man,Spider-Man,0,2002,,121
tt0145660,movie,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,0,1999,,95
tt0145681,movie,The Bone Collector,The Bone Collector,0,1999,,118
tt0146316,movie,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,0,2001,,100
tt0146675,movie,End of Days,End of Days,0,1999,,122
tt0146838,movie,Any Given Sunday,Any Given Sunday,0,1999,,162
tt0146882,movie,High Fidelity,High Fidelity,0,2000,,113
tt0147800,movie,10 Things I Hate About You,10 Things I Hate About You,0,1999,,97
tt0149261,movie,Deep Blue Sea,Deep Blue Sea,0,1999,,105
tt0151804,movie,Office Space,Office Space,0,1999,,89
tt0158983,movie,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",0,1999,,81
tt0159097,movie,The Virgin Suicides,The Virgin Suicides,0,1999,,97
tt0159273,movie,Behind Enemy Lines,Behind Enemy Lines,0,2001,,106
tt0159365,movie,Cold Mountain,Cold Mountain,0,2003,,154
tt0160127,movie,Charlie's Angels,Charlie's Angels,0,2000,,98
tt0161081,movie,What Lies Beneath,What Lies Beneath,0,2000,,130
tt0162222,movie,Cast Away,Cast Away,0,2000,,143
tt0162346,movie,Ghost World,Ghost World,0,2001,,111
tt0162661,movie,Sleepy Hollow,Sleepy Hollow,0,1999,,105
tt0163025,movie,Jurassic Park III,Jurassic Park III,0,2001,,92
tt0163651,movie,American Pie,American Pie,0,1999,,95
tt0163978,movie,The Beach,The Beach,0,2000,,119
tt0164052,movie,Hollow Man,Hollow Man,0,2000,,112
tt0164184,movie,The Sum of All Fears,The Sum of All Fears,0,2002,,124
tt0164912,movie,Stuart Little,Stuart Little,0,1999,,84
tt0166924,movie,Mulholland Drive,Mulholland Dr.,0,2001,,147
tt0167190,movie,Hellboy,Hellboy,0,2004,,122
tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003,,201
tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002,,179
tt0167404,movie,The Sixth Sense,The Sixth Sense,0,1999,,107
tt0168629,movie,Dancer in the Dark,Dancer in the Dark,0,2000,,140
tt0169102,movie,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,0,2001,,224
tt0169547,movie,American Beauty,American Beauty,0,1999,,122
tt0170016,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,2000,,104
tt0172156,movie,Bad Boys II,Bad Boys II,0,2003,,147
tt0172493,movie,"Girl, Interrupted","Girl, Interrupted",0,1999,,127
tt0172495,movie,Gladiator,Gladiator,0,2000,,155
tt0175142,movie,Scary Movie,Scary Movie,0,2000,,88
tt0175880,movie,Magnolia,Magnolia,0,1999,,188
tt0177789,movie,Galaxy Quest,Galaxy Quest,0,1999,,102
tt0177971,movie,The Perfect Storm,The Perfect Storm,0,2000,,130
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,,102
tt0181689,movie,Minority Report,Minority Report,0,2002,,145
tt0181852,movie,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,0,2003,,109
tt0181865,movie,Traffic,Traffic,0,2000,,147
tt0181875,movie,Almost Famous,Almost Famous,0,2000,,122
tt0182789,movie,Bicentennial Man,Bicentennial Man,0,1999,,132
tt0183505,movie,"Me, Myself & Irene","Me, Myself & Irene",0,2000,,116
tt0183649,movie,Phone Booth,Phone Booth,0,2002,,81
tt0183790,movie,A Knight's Tale,A Knight's Tale,0,2001,,132
tt0184894,movie,Shanghai Noon,Shanghai Noon,0,2000,,110
tt0185431,movie,Little Nicky,Little Nicky,0,2000,,90
tt0185937,movie,The Blair Witch Project,The Blair Witch Project,0,1999,,81
tt0186151,movie,Frequency,Frequency,0,2000,,118
tt0187078,movie,Gone in 60 Seconds,Gone in Sixty Seconds,0,2000,,118
tt0187393,movie,The Patriot,The Patriot,0,2000,,165
tt0187738,movie,Blade II,Blade II,0,2002,,117
tt0190138,movie,The Whole Nine Yards,The Whole Nine Yards,0,2000,,98
tt0190332,movie,"Crouching Tiger, Hidden Dragon",Wo hu cang long,0,2000,,120
tt0190590,movie,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",0,2000,,107
tt0195685,movie,Erin Brockovich,Erin Brockovich,0,2000,,131
tt0195714,movie,Final Destination,Final Destination,0,2000,,98
tt0196229,movie,Zoolander,Zoolander,0,2001,,90
tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001,,92
tt0200465,movie,The Bank Job,The Bank Job,0,2008,,111
tt0200550,movie,Coyote Ugly,Coyote Ugly,0,2000,,100
tt0203009,movie,Moulin Rouge!,Moulin Rouge!,0,2001,,127
tt0203019,movie,Men of Honor,Men of Honor,0,2000,,129
tt0206634,movie,Children of Men,Children of Men,0,2006,,109
tt0207201,movie,What Women Want,What Women Want,0,2000,,127
tt0208092,movie,Snatch,Snatch,0,2000,,104
tt0209144,movie,Memento,Memento,0,2000,,113
tt0209163,movie,The Mummy Returns,The Mummy Returns,0,2001,,130
tt0209958,movie,The Cell,The Cell,0,2000,,107
tt0210945,movie,Remember the Titans,Remember the Titans,0,2000,,113
tt0211915,movie,Amélie,Le fabuleux destin d'Amélie Poulain,0,2001,,122
tt0212338,movie,Meet the Parents,Meet the Parents,0,2000,,108
tt0212346,movie,Miss Congeniality,Miss Congeniality,0,2000,,109
tt0212720,movie,A.I. Artificial Intelligence,A.I. Artificial Intelligence,0,2001,,146
tt0212985,movie,Hannibal,Hannibal,0,2001,,131
tt0213149,movie,Pearl Harbor,Pearl Harbor,0,2001,,183
tt0215129,movie,Road Trip,Road Trip,0,2000,,93
tt0215750,movie,Enemy at the Gates,Enemy at the Gates,0,2001,,131
tt0216216,movie,The 6th Day,The 6th Day,0,2000,,123
tt0217505,movie,Gangs of New York,Gangs of New York,0,2002,,167
tt0217869,movie,Unbreakable,Unbreakable,0,2000,,106
tt0218967,movie,The Family Man,The Family Man,0,2000,,125
tt0221027,movie,Blow,Blow,0,2001,,124
tt0223897,movie,Pay It Forward,Pay It Forward,0,2000,,123
tt0227445,movie,The Score,The Score,0,2001,,124
tt0227538,movie,Spy Kids,Spy Kids,0,2001,,88
tt0230011,movie,Atlantis: The Lost Empire,Atlantis: The Lost Empire,0,2001,,95
tt0230030,movie,Bedazzled,Bedazzled,0,2000,,93
tt0230600,movie,The Others,The Others,0,2001,,101
tt0232500,movie,The Fast and the Furious,The Fast and the Furious,0,2001,,106
tt0234215,movie,The Matrix Reloaded,The Matrix Reloaded,0,2003,,138
tt0236493,movie,The Mexican,The Mexican,0,2001,,123
tt0238380,movie,Equilibrium,Equilibrium,0,2002,,107
tt0240772,movie,Ocean's Eleven,Ocean's Eleven,0,2001,,116
tt0240890,movie,Serendipity,Serendipity,0,2001,,90
tt0241303,movie,Chocolat,Chocolat,0,2000,,121
tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001,,152
tt0242423,movie,"Dude, Where's My Car?","Dude, Where's My Car?",0,2000,,83
tt0242653,movie,The Matrix Revolutions,The Matrix Revolutions,0,2003,,129
tt0243133,movie,The Man Who Wasn't There,The Man Who Wasn't There,0,2001,,116
tt0243155,movie,Bridget Jones's Diary,Bridget Jones's Diary,0,2001,,97
tt0244244,movie,Swordfish,Swordfish,0,2001,,99
tt0245429,movie,Spirited Away,Sen to Chihiro no kamikakushi,0,2001,,125
tt0245574,movie,Y tu mamá también,Y tu mamá también,0,2001,,106
tt0245712,movie,Amores perros,Amores perros,0,2000,,154
tt0245844,movie,The Count of Monte Cristo,The Count of Monte Cristo,0,2002,,131
tt0246460,movie,Die Another Day,Die Another Day,0,2002,,133
tt0246578,movie,Donnie Darko,Donnie Darko,0,2001,,113
tt0247638,movie,The Princess Diaries,The Princess Diaries,0,2001,,115
tt0247745,movie,Super Troopers,Super Troopers,0,2001,,100
tt0249462,movie,Billy Elliot,Billy Elliot,0,2000,,110
tt0250494,movie,Legally Blonde,Legally Blonde,0,2001,,96
tt0250687,movie,Rat Race,Rat Race,0,2001,,112
tt0251075,movie,Evolution,Evolution,0,2001,,101
tt0251127,movie,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,0,2003,,116
tt0251160,movie,John Q,John Q,0,2002,,116
tt0252866,movie,American Pie 2,American Pie 2,0,2001,,108
tt0253474,movie,The Pianist,The Pianist,0,2002,,150
tt0253556,movie,Reign of Fire,Reign of Fire,0,2002,,101
tt0256380,movie,Shallow Hal,Shallow Hal,0,2001,,114
tt0256415,movie,Sweet Home Alabama,Sweet Home Alabama,0,2002,,108
tt0257044,movie,Road to Perdition,Road to Perdition,0,2002,,117
tt0257076,movie,S.W.A.T.,S.W.A.T.,0,2003,,117
tt0257106,movie,Scary Movie 2,Scary Movie 2,0,2001,,83
tt0257360,movie,About Schmidt,About Schmidt,0,2002,,125
tt0258000,movie,Panic Room,Panic Room,0,2002,,112
tt0258463,movie,The Bourne Identity,The Bourne Identity,0,2002,,119
tt0259324,movie,Ghost Rider,Ghost Rider,0,2007,,110
tt0259446,movie,My Big Fat Greek Wedding,My Big Fat Greek Wedding,0,2002,,95
tt0259711,movie,Vanilla Sky,Vanilla Sky,0,2001,,136
tt0261392,movie,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,0,2001,,104
tt0263488,movie,Jeepers Creepers,Jeepers Creepers,0,2001,,90
tt0264464,movie,Catch Me If You Can,Catch Me If You Can,0,2002,,141
tt0265086,movie,Black Hawk Down,Black Hawk Down,0,2001,,144
tt0265208,movie,The Girl Next Door,The Girl Next Door,0,2004,,109
tt0265459,movie,One Hour Photo,One Hour Photo,0,2002,,96
tt0265666,movie,The Royal Tenenbaums,The Royal Tenenbaums,0,2001,,110
tt0266308,movie,Battle Royale,Batoru rowaiaru,0,2000,,114
tt0266543,movie,Finding Nemo,Finding Nemo,0,2003,,100
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,,111
tt0266915,movie,Rush Hour 2,Rush Hour 2,0,2001,,90
tt0266987,movie,Spy Game,Spy Game,0,2001,,126
tt0267913,movie,Scooby-Doo,Scooby-Doo,0,2002,,89
tt0268126,movie,Adaptation.,Adaptation.,0,2002,,115
tt0268380,movie,Ice Age,Ice Age,0,2002,,81
tt0268695,movie,The Time Machine,The Time Machine,0,2002,,96
tt0268978,movie,A Beautiful Mind,A Beautiful Mind,0,2001,,135
tt0272152,movie,K-PAX,K-PAX,0,2001,,120
tt0272338,movie,Punch-Drunk Love,Punch-Drunk Love,0,2002,,95
tt0274166,movie,Johnny English,Johnny English,0,2003,,89
tt0274558,movie,The Hours,The Hours,0,2002,,110
tt0275847,movie,Lilo & Stitch,Lilo & Stitch,0,2002,,85
tt0276751,movie,About a Boy,About a Boy,0,2002,,101
tt0276919,movie,Dogville,Dogville,0,2003,,178
tt0277027,movie,I Am Sam,I Am Sam,0,2001,,132
tt0277296,movie,The Scorpion King,The Scorpion King,0,2002,,92
tt0277371,movie,Not Another Teen Movie,Not Another Teen Movie,0,2001,,89
tt0277434,movie,We Were Soldiers,We Were Soldiers,0,2002,,138
tt0278504,movie,Insomnia,Insomnia,0,2002,,118
tt0280590,movie,Mr. Deeds,Mr. Deeds,0,2002,,96
tt0281358,movie,A Walk to Remember,A Walk to Remember,0,2002,,101
tt0283111,movie,Van Wilder,National Lampoon's Van Wilder,0,2002,,92
tt0285823,movie,Once Upon a Time in Mexico,Once Upon a Time in Mexico,0,2003,,102
tt0286106,movie,Signs,Signs,0,2002,,106
tt0286499,movie,Bend It Like Beckham,Bend It Like Beckham,0,2002,,112
tt0286716,movie,Hulk,Hulk,0,2003,,138
tt0287467,movie,Talk to Her,Hable con ella,0,2002,,112
tt0287978,movie,Daredevil,Daredevil,0,2003,,103
tt0289043,movie,28 Days Later...,28 Days Later...,0,2002,,113
tt0289765,movie,Red Dragon,Red Dragon,0,2002,,124
tt0289879,movie,The Butterfly Effect,The Butterfly Effect,0,2004,,113
tt0289992,movie,The Life of David Gale,The Life of David Gale,0,2003,,130
tt0290002,movie,Meet the Fockers,Meet the Fockers,0,2004,,115
tt0290334,movie,X2: X-Men United,X2,0,2003,,134
tt0290673,movie,Irreversible,Irréversible,0,2002,,97
tt0292506,movie,The Recruit,The Recruit,0,2003,,115
tt0292963,movie,Before the Devil Knows You're Dead,Before the Devil Knows You're Dead,0,2007,,117
tt0293429,movie,Mortal Kombat,Mortal Kombat,0,2021,,110
tt0293508,movie,The Phantom of the Opera,The Phantom of the Opera,0,2004,,143
tt0293564,movie,Rush Hour 3,Rush Hour 3,0,2007,,91
tt0293662,movie,The Transporter,The Transporter,0,2002,,92
tt0295178,movie,Austin Powers in Goldmember,Austin Powers in Goldmember,0,2002,,94
tt0295297,movie,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,0,2002,,161
tt0295700,movie,Wrong Turn,Wrong Turn,0,2003,,84
tt0295701,movie,xXx,xXx,0,2002,,124
tt0296572,movie,The Chronicles of Riddick,The Chronicles of Riddick,0,2004,,119
tt0298130,movie,The Ring,The Ring,0,2002,,115
tt0298148,movie,Shrek 2,Shrek 2,0,2004,,93
tt0298203,movie,8 Mile,8 Mile,0,2002,,110
tt0299658,movie,Chicago,Chicago,0,2002,,113
tt0299977,movie,Hero,Ying xiong,0,2002,,120
tt0300471,movie,Shanghai Knights,Shanghai Knights,0,2003,,114
tt0301357,movie,Good Bye Lenin!,Good Bye Lenin!,0,2003,,121
tt0302886,movie,Old School,Old School,0,2003,,88
tt0304141,movie,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,,142
tt0305224,movie,Anger Management,Anger Management,0,2003,,106
tt0305357,movie,Charlie's Angels: Full Throttle,Charlie's Angels: Full Throttle,0,2003,,106
tt0306047,movie,Scary Movie 3,Scary Movie 3,0,2003,,84
tt0307453,movie,Shark Tale,Shark Tale,0,2004,,90
tt0307901,movie,25th Hour,25th Hour,0,2002,,135
tt0307987,movie,Bad Santa,Bad Santa,0,2003,,92
tt0308644,movie,Finding Neverland,Finding Neverland,0,2004,,106
tt0309593,movie,Final Destination 2,Final Destination 2,0,2003,,90
tt0309698,movie,Identity,Identity,0,2003,,90
tt0309987,movie,The Dreamers,The Dreamers,0,2003,,115
tt0310793,movie,Bowling for Columbine,Bowling for Columbine,0,2002,,120
tt0311113,movie,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,,138
tt0311429,movie,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,0,2003,,110
tt0312004,movie,Wallace & Gromit: The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,0,2005,,85
tt0313737,movie,Two Weeks Notice,Two Weeks Notice,0,2002,,101
tt0314331,movie,Love Actually,Love Actually,0,2003,,135
tt0314353,movie,Tears of the Sun,Tears of the Sun,0,2003,,121
tt0315327,movie,Bruce Almighty,Bruce Almighty,0,2003,,101
tt0315733,movie,21 Grams,21 Grams,0,2003,,124
tt0316654,movie,Spider-Man 2,Spider-Man 2,0,2004,,127
tt0317198,movie,Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,0,2004,,108
tt0317219,movie,Cars,Cars,0,2006,,117
tt0317248,movie,City of God,Cidade de Deus,0,2002,,130
tt0317705,movie,The Incredibles,The Incredibles,0,2004,,115
tt0317740,movie,The Italian Job,The Italian Job,0,2003,,111
tt0317919,movie,Mission: Impossible III,Mission: Impossible III,0,2006,,126
tt0318462,movie,The Motorcycle Diaries,Diarios de motocicleta,0,2004,,126
tt0318627,movie,Resident Evil: Apocalypse,Resident Evil: Apocalypse,0,2004,,94
tt0319061,movie,Big Fish,Big Fish,0,2003,,125
tt0319262,movie,The Day After Tomorrow,The Day After Tomorrow,0,2004,,124
tt0319343,movie,Elf,Elf,0,2003,,97
tt0320661,movie,Kingdom of Heaven,Kingdom of Heaven,0,2005,,144
tt0320691,movie,Underworld,Underworld,0,2003,,121
tt0322259,movie,2 Fast 2 Furious,2 Fast 2 Furious,0,2003,,107
tt0322330,movie,Freaky Friday,Freaky Friday,0,2003,,97
tt0324216,movie,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,0,2003,,98
tt0325703,movie,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,0,2003,,117
tt0325710,movie,The Last Samurai,The Last Samurai,0,2003,,154
tt0325805,movie,Matchstick Men,Matchstick Men,0,2003,,116
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,,143
tt0327056,movie,Mystic River,Mystic River,0,2003,,138
tt0327084,movie,Over the Hedge,Over the Hedge,0,2006,,83
tt0327554,movie,Catwoman,Catwoman,0,2004,,104
tt0327597,movie,Coraline,Coraline,0,2009,,100
tt0327850,movie,The Rundown,The Rundown,0,2003,,104
tt0328107,movie,Man on Fire,Man on Fire,0,2004,,146
tt0328828,movie,American Wedding,American Wedding,0,2003,,96
